"shopname","num_comments","point_comments","phone_num","cost","food_type","district_name","location","area","time","service","delivery","takeout","image"
"Tom’s","1327","4 star rating","(718) 636-9738","Medium","Diners、 American (Traditional)、 Breakfast & Brunch","Prospect Heights","782 Washington Ave","Brooklyn","8:00 AM - 8:00 PM","Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Kvw6ooGHpj7CO3Q2ZBgrgg/ls.jpg"
"BKNY Thai Restaurant","1327","4 star rating","(718) 281-1900","Medium","Thai、 Seafood、 Salad","Bayside","47-11 Francis Lewis Blvd","Queen","12:00 PM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/glVWdfDHW-eu4KhXWP3QMw/ls.jpg"
"Picnic Garden","1323","3.5 star rating","(718) 358-5959","Medium","Barbeque、 Korean","Murray Hill","154-05 Northern Blvd","Queen","11:30 AM - 12:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/D2EKCauqpMLSOmGpawSS1g/ls.jpg"
"Paulie Gee’s","1265","4.5 star rating","(347) 987-3747","Medium","Pizza、 Vegan、 Italian","Greenpoint","60 Greenpoint Ave","Brooklyn","5:00 PM - 10:00 PM","Takeout、Sit-down dining、Outdoor seating、Indoor dining","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/1j39J4NABK_RBtO-l90QNg/ls.jpg"
"Seva Indian Cuisine","1260","4.5 star rating","(718) 626-4440","Medium","Indian","Astoria","3007 34th St","Queen","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/MsQyigAiFGvv0Dk6qeiHgQ/ls.jpg"
"Casa Enrique","1249","4 star rating","(347) 448-6040","Medium","Mexican","Hunters Point","5-48 49th Ave","Queen","11:00 AM - 3:30 PM, 5:00 PM - 11:00 PM","Sit-down dining、Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/PTQbaqicKuCeiVjr_HzFZQ/ls.jpg"
"Il Bambino","1247","4.5 star rating","(718) 626-0087","Medium","Italian、 Sandwiches、 Tapas Bars","Astoria","34-08 31st Ave","Queen","10:00 AM - 10:00 PM","Delivery、Indoor dining","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/Ishu2drR2yb48qLkqIyAjg/ls.jpg"
"Peaches HotHouse","1243","4 star rating","(718) 483-9111","Medium","Southern、 American (Traditional)、 Bars","Bedford Stuyvesant","415 Tompkins Ave","Brooklyn","10:00 AM - 11:00 PM","Delivery、Takeout、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/KEAXgZGetzDf_pc4kse_mw/ls.jpg"
"The Meatball Shop","1242","4 star rating","(718) 551-0520","Medium","American (Traditional)、 Italian、 Salad","Williamsburg - North Side","170 Bedford Ave","Brooklyn","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/gnhIPy07C-4ylcLmSHQIUQ/ls.jpg"
"Ayada Thai","1242","4 star rating","(718) 424-0844","Medium","Thai、 Cocktail Bars","Elmhurst","7708 Woodside Ave","Queen","11:00 AM - 10:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/qybFSiSVmsTTXx5fmX3BNQ/ls.jpg"
"Mizumi","1241","3.5 star rating","(718) 229-8686","High","Sushi Bars、 Buffets、 Japanese","Douglaston","231-10 Northern Blvd","Queen","12:00 PM - 3:00 PM, 5:00 PM - 9:00 PM","Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/m5kOOPqoxXJII-3lcsd-qQ/ls.jpg"
"Bareburger - Astoria","1228","3.5 star rating","(718) 777-7011","Medium","Burgers、 Salad、 American (New)","Astoria","33-21 31st Ave","Queen","12:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/yC08ISIHdH6yq-awr27OpA/ls.jpg"
"Nathan’s Famous","1226","3.5 star rating","(718) 946-2202","Low","Hot Dogs、 Seafood、 Burgers","Coney Island","1310 Surf Ave","Brooklyn","9:00 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/BPbvMJae9kEtuy_x9V_9BQ/ls.jpg"
"Haidilao Hotpot","1225","4.5 star rating","(917) 231-8888","Unknown",,"Downtown Flushing","138-23 39th Ave","Queen","11:30 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/WiGBUxZsBHYIMiUMQTTH7Q/ls.jpg"
"Brooklyn Bowl","1223","3.5 star rating","(718) 963-3369","Medium","Bowling、 American (Traditional)、 Venues & Event Spaces","Williamsburg - North Side","61 Wythe Ave","Brooklyn","12:00 PM - 12:00 AM (Next day)","Delivery、Takeout、Curbside pickup","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/-WSBAqJlbnn21a2JMIJr6w/ls.jpg"
"Suede","1197","3.5 star rating","(347) 474-7328","Medium","Caribbean","East Flatbush","5610 Clarendon Rd","Brooklyn","11:00 AM - 2:00 AM (Next day)","Sit-down dining、Outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/I10k6zy6CDVzc_eU4PXVpg/ls.jpg"
"Pio Pio 2","1194","3.5 star rating","(718) 426-4900","Medium","Latin American、 Peruvian","Jackson Heights","84-02 Northern Blvd","Queen","11:00 AM - 11:00 PM","Delivery、Takeout、Curbside pickup","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/E0dnDtf8PWTu25hoxLMgng/ls.jpg"
"The Farm On Adderley","1193","4 star rating","(718) 287-3101","Medium","American (New)、 Breakfast & Brunch、 Cocktail Bars","Flatbush","1108 Cortelyou Rd","Brooklyn","10:30 AM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/4dhMIDOl9mpZ6zACqpuyKQ/ls.jpg"
"Cafe Mogador","1192","4.5 star rating","(718) 486-9222","Medium","Moroccan、 Breakfast & Brunch、 Mediterranean","Williamsburg - North Side","133 Wythe Ave","Brooklyn","10:30 AM - 10:00 PM","Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/jUl2gMl7B93sIHzKRKatIA/ls.jpg"
"Spring Shabu-Shabu","1187","4 star rating","(718) 395-8076","Medium","Buffets、 Hot Pot、 Seafood","Downtown Flushing","136 20 38th Ave","Queen","11:30 AM - 3:00 PM, 5:00 PM - 9:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Fn0zzqoTMvGyR6zwX3fgkQ/ls.jpg"
"ICHIRAN - Brooklyn","1176","3.5 star rating","(718) 381-0491","Medium","Ramen、 Noodles、 Soup","East Williamsburg","374 Johnson Ave","Brooklyn","12:00 PM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/JWI4ft0HtjtgRdWR_NqLcg/ls.jpg"
"Hahm Ji Bach","1172","4 star rating","(718) 460-9289","Medium","Korean","Murray Hill","40-11 149th Pl","Queen","10:00 AM - 9:00 PM","Delivery、Takeout、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/cGe6YKcha69nPNk_ygtkgw/ls.jpg"
"Peaches","1163","3.5 star rating","(718) 942-4162","Medium","Southern、 Seafood、 Breakfast & Brunch","Bedford Stuyvesant","393 Lewis Ave","Brooklyn","10:00 AM - 10:00 PM","Takeout、Sit-down dining、Outdoor seating","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/iE1GY4b1Qgml4NM64CTfbA/ls.jpg"
"Shanghai You Garden","1155","4 star rating","(718) 886-2286","Medium","Shanghainese、 Dim Sum、 Noodles","Downtown Flushing","135-33 40th Rd","Queen","9:00 AM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Fza65-UHPxNMRLPm4fO04A/ls.jpg"
"Sal, Kris, & Charlie’s Deli","1154","4.5 star rating","(718) 278-9240","Low","Delis、 Sandwiches","Astoria","33-12 23rd Ave","Queen","5:00 AM - 3:00 PM","Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/j9Peg7MrmL1-HPx-2lXvBw/ls.jpg"
"Red Hook Lobster Pound","1151","4 star rating","(718) 858-7650","Medium","Seafood","Red Hook","284 Van Brunt St","Brooklyn","12:00 PM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/xI2_dAdb-PbiKCLsscJcrw/ls.jpg"
"The River Café","1140","4 star rating","(718) 522-5200","Very High","American (New)、 Wine Bars、 Venues & Event Spaces","DUMBO","1 Water St","Brooklyn","5:30 PM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Rxg5eDnRtIm73UEuNa3NHA/ls.jpg"
"Forest Hills Station House","1137","4 star rating","(718) 544-5000","Medium","Gastropubs、 Cocktail Bars、 Beer Bar","Forest Hills","106-11 71st Ave","Queen","12:00 PM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/tG5GRRJA-aL_tQHl5OGrWw/ls.jpg"
"Miti Miti","1136","4 star rating","(718) 230-3760","Medium","Latin American、 Mexican、 Breakfast & Brunch","Park Slope","138 5th Ave","Brooklyn","10:00 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/4l5adbfGC4d1CTa4ezUNug/ls.jpg"
"Chavela’s","1120","4 star rating","(718) 622-3100","Medium","Mexican、 Bars","Crown Heights","736 Franklin Ave","Brooklyn","11:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/55OytxTOhtMW-mGEcA6wjw/ls.jpg"
"The Thirsty Koala","1112","4.5 star rating","(718) 626-5430","Medium","Australian、 Cocktail Bars、 Wine Bars","Astoria","35-12 Ditmars Blvd","Queen","11:00 AM - 3:00 PM, 4:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/nqnLTkzjER6Dh0Y6Ol3rgQ/ls.jpg"
"Hashi Ramen & Izakaya","1112","4 star rating","(718) 224-2961","Medium","Ramen、 Sushi Bars","Auburndale","192-12 Northern Blvd","Queen","11:30 AM - 9:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/nejIuF5kpK1g9YWtyqzGFA/ls.jpg"
"Milk & Honey Cafe","1101","4 star rating","(718) 513-0441","Medium","Coffee & Tea、 Desserts、 Breakfast & Brunch","Flatbush","1119 Newkirk Ave","Brooklyn","7:00 AM - 8:00 PM","Sit-down dining、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/-txlFHdTzFzCxCnAqaujTA/ls.jpg"
"Asian Jewels Seafood Restaurant","1097","3.5 star rating","(718) 359-8600","Medium","Seafood、 Dim Sum、 Cantonese","Downtown Flushing","13330 39th Ave","Queen","9:00 AM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/jrjdLAml_qpS9m47Mz-Pug/ls.jpg"
"Sweet Afton","1075","4 star rating","(718) 777-2570","Medium","Pubs、 Gastropubs","Astoria","30-09 34th St","Queen","11:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/7qRjy07rSq9Q62H2jQKt3w/ls.jpg"
"Song","1074","3.5 star rating","(718) 965-1108","Medium","Thai","Park Slope","295 5th Ave","Brooklyn","4:30 PM - 9:30 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Lr9RybP999yik031pmVqew/ls.jpg"
"Chuko","1073","4 star rating","(347) 425-9570","Medium","Asian Fusion、 Ramen","Prospect Heights","565 Vanderbilt Ave","Brooklyn","5:30 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/MD7Q6u1eUGzEDBtr6Qyimw/ls.jpg"
"Barcade","1046","4 star rating","(718) 302-6464","Medium","Bars、 Arcades","Williamsburg - North Side","388 Union Ave","Brooklyn","2:00 PM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/rHoM17h-bUBm5v8c8glM6Q/ls.jpg"
"Dani’s House of Pizza","1044","3.5 star rating","(718) 846-2849","Low","Pizza、 Italian","Kew Gardens","81-28 Lefferts Blvd","Queen","1:00 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/DaXzWWj4QAvUv8Eu7fVQlw/ls.jpg"
"The French Workshop","1044","4.5 star rating","(718) 224-0700","Medium","Bakeries、 Coffee & Tea、 Desserts","Bayside","3839 Bell Blvd","Queen","8:00 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/hXcFDEGCKEDoksf4LAy7FA/ls.jpg"
"Miriam","1038","4 star rating","(718) 622-2250","Medium","Wine Bars、 Mediterranean、 Breakfast & Brunch","Park Slope","79 5th Ave","Brooklyn","10:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/tONRUqmVXTshXUq6dePMSw/ls.jpg"
"Brooklyn Crab","1037","3 star rating","(718) 643-2722","Medium","Seafood、 Bars、 Live/Raw Food","Red Hook","24 Reed St","Brooklyn","12:00 PM - 10:00 PM","Sit-down dining、Outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/kt1XVSO400u6pavXnCJQCw/ls.jpg"
"Habana Outpost","1008","4 star rating","(718) 858-9500","Medium","Cuban","Fort Greene","757 Fulton St","Brooklyn","11:00 AM - 11:00 PM","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/x8QauLx_mfCLinCC_O7f5g/ls.jpg"
"White Bear","1001","4 star rating","(718) 961-2322","Low","Chinese","Downtown Flushing","135-02 Roosevelt Ave","Queen","10:00 AM - 6:00 PM","Delivery、Sit-down dining","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/RfQnw1nYwDAL_EYGi80c5Q/ls.jpg"
"Barboncino Pizza & Bar","992","4 star rating","(718) 218-3300","Medium","Pizza、 Bars、 Italian","Crown Heights","781 Franklin Ave","Brooklyn","10:30 AM - 1:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/48doX4sxCRLxOl8a6AD35Q/ls.jpg"
"Cabana","990","4 star rating","(718) 263-3600","Medium","Latin American、 Cuban、 Caribbean","Forest Hills","107-10 70th Rd","Queen","11:30 AM - 11:00 PM","Takeout、Sit-down dining、Outdoor seating","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/EW3XqviRDpfbNu9MIzZ49g/ls.jpg"
"Maiella","971","4 star rating","(718) 606-1770","High","Italian、 Seafood、 Cocktail Bars","Hunters Point","4610 Center Blvd","Queen","2:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/onoXC1moUnIedEDQpJacMQ/ls.jpg"
"Press 195 - Bayside","959","4 star rating","(718) 281-1950","Medium","Sandwiches、 Bars、 American (Traditional)","Bayside","4011 Bell Blvd","Queen","11:30 AM - 8:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/yEytHvS3Vsc2w15Mg0Csww/ls.jpg"
"Trattoria L’incontro","957","4.5 star rating","(929) 376-5190","High","Italian、 Pizza、 Salad","Astoria","21-76 31st St","Queen","12:30 PM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/cK_dW15pU7H4vTEjY9qsxw/ls.jpg"
"Ornella Trattoria Italiana","938","4 star rating","(718) 777-9477","Medium","Italian、 Sandwiches、 Chicken Shop","Astoria","29-17 23rd Ave","Queen","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/pazefPD6GSRG5ZzWhm-PWQ/ls.jpg"
"Arepas Cafe","934","4 star rating","(718) 937-3835","Medium","Venezuelan","Astoria","3307 36th Ave","Queen","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/yxDFahpbUrMA6_6pWOzLtQ/ls.jpg"
"Stone Park Cafe","928","4 star rating","(718) 369-0082","Medium","American (New)、 Breakfast & Brunch、 Venues & Event Spaces","Park Slope","324 5th Ave","Brooklyn","10:00 AM - 3:00 PM, 5:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/ywZvB_9P5Zg4HzeaNcIf9g/ls.jpg"
"The Alcove","920","5 star rating","(347) 813-4159","Medium","Gastropubs、 Tapas Bars、 Breakfast & Brunch","Woodside","41-11 49th St","Queen","3:00 PM - 11:00 PM","Delivery、Sit-down dining、Outdoor seating、Indoor dining","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/peNqHPI1kUUKbvTse-xIxQ/ls.jpg"
"Scottadito Osteria Toscana","918","4 star rating","(718) 636-4800","Medium","Italian、 Venues & Event Spaces、 Breakfast & Brunch","Park Slope","788A Union St","Brooklyn","11:00 AM - 9:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/M-spkmDaSy8-EgflXELrRw/ls.jpg"
"Sanfords Astoria","918","4 star rating","(718) 932-9569","Medium","Breakfast & Brunch、 American (New)、 Whiskey Bars","Astoria","30-13 Broadway","Queen","10:00 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/dQwdngc4tQsPpZtUMGvQcQ/ls.jpg"
"The Door","909","3.5 star rating","(718) 525-1083","Medium","Caribbean、 Desserts、 Seafood","Rochdale","16307 Baisley Blvd","Queen","8:00 AM - 10:00 PM","Takeout、Curbside pickup、Indoor dining","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/LVKYo2hYuKPAbrsxTp4DIQ/ls.jpg"
"Watawa Sushi","905","4 star rating","(718) 545-9596","Medium","Sushi Bars、 Japanese、 Wine Bars","Astoria","33-10 Ditmars Blvd","Queen","12:30 PM - 11:00 PM","Takeout、Outdoor seating、Indoor dining","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/0CnB96a2gHrKWN3WpUrbJA/ls.jpg"
"Prince Tea House","903","4 star rating","(917) 285-2523","Medium","Tea Rooms、 Desserts、 Coffee & Tea","Downtown Flushing","36-39 Prince St","Queen","12:00 PM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/rFvtxDELTNSU_VZutsJhOA/ls.jpg"
"Cheryl’s Global Soul","900","4 star rating","(347) 529-2855","Medium","Breakfast & Brunch、 Comfort Food、 Coffee & Tea","Prospect Heights","236 Underhill Ave","Brooklyn","10:00 AM - 8:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/zITb5Ueyf3ue4wSCS4ZI_Q/ls.jpg"
"Al Di La Trattoria","900","4 star rating","(718) 783-4565","High","Italian","Park Slope","248 5th Ave","Brooklyn","5:00 PM - 9:00 PM","Delivery、Sit-down dining、Outdoor seating","true","false","https://s3-media0.fl.yelpcdn.com/bphoto/1II2utFYuMWjG8t6liHt0g/ls.jpg"
"HinoMaru Ramen","899","4 star rating","(718) 777-0228","Medium","Ramen、 Soup","Astoria","33-18 Ditmars Blvd","Queen","12:00 PM - 3:30 PM, 4:30 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/RTLul7dnMo6PlESjRNyClg/ls.jpg"
"Olea","898","4 star rating","(718) 643-7003","Medium","Tapas Bars、 Breakfast & Brunch、 Mediterranean","Fort Greene","171 Lafayette Ave","Brooklyn","10:00 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/DnRMsVyIBgFA-CsLDU5AYw/ls.jpg"
"The Coop","898","4 star rating","(718) 358-9333","Medium","Korean","Downtown Flushing","133-42 39th Ave","Queen","12:00 PM - 12:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Jprn-xNERvhYrvekZ_RGgQ/ls.jpg"
"Aged Restaurant and Bar","897","3 star rating","(718) 544-2433","Unknown",,"Forest Hills","107-02 70th Rd","Queen","12:00 PM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/zJl4YNNMqcS0goLCe9DcGg/ls.jpg"
"Nippon Cha","893","4 star rating","(718) 229-0805","Medium","Ramen、 Tea Rooms","Bayside","39-34 Bell Blvd","Queen","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/FAPpd-EejQWQn5ceC3x1kw/ls.jpg"
"Eddie’s Sweet Shop","891","4 star rating","(718) 520-8514","Low","Desserts、 Ice Cream & Frozen Yogurt","Forest Hills","105-29 Metropolitan Ave","Queen","3:00 PM - 9:00 PM","Takeout","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/v7uaUScGgIaOAmNJVbhPCg/ls.jpg"
"Saraghina","887","4 star rating","(718) 758-4079","Medium","Pizza、 Breakfast & Brunch、 Bakeries","Bedford Stuyvesant","350 Lewis Ave","Brooklyn","10:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Q8LJasNat4YYWczmOK7fYQ/ls.jpg"
"The Shady Lady","884","4 star rating","(718) 440-9081","Medium","American (New)、 Tapas Bars、 Breakfast & Brunch","Astoria","34-19 30th Ave","Queen","10:00 AM - 1:00 AM (Next day)","Delivery、Takeout、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Ud4Hbm65mx99Vvwxcx-ezQ/ls.jpg"
"Mable’s Smokehouse & Banquet Hall","883","4 star rating","(718) 218-6655","Medium","Barbeque、 Bars、 American (Traditional)","Williamsburg - North Side","44 Berry St","Brooklyn","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/OS2cqRCWCOioXnpLo-yeHg/ls.jpg"
"Tanoreen","882","4 star rating","(718) 748-5600","Medium","Middle Eastern、 Mediterranean、 Halal","Bay Ridge","7523 3rd Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/bpdxzUoAWTsqLFGCvgjNSA/ls.jpg"
"Kung Fu Xiao Long Bao","881","4 star rating","(718) 661-2882","Medium","Shanghainese、 Dim Sum、 Cantonese","Queensborough Hill","59-16 Main St","Queen","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/86x6CWtFXWiJMwFWoge5IA/ls.jpg"
"Blend","879","4 star rating","(718) 729-2800","Medium","Latin American","Hunters Point","4704 Vernon Blvd","Queen","11:00 AM - 10:30 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/NKbNvaG8lDAcCMcQTUQdIQ/ls.jpg"
"Footprints Cafe","872","3 star rating","(718) 451-3181","Medium","Caribbean、 Desserts、 Vegetarian","East Flatbush","5814 Clarendon Rd","Brooklyn","11:00 AM - 1:00 AM (Next day)","Delivery、Takeout、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/hOTmRtn3QL_JRTqaJBuvCA/ls.jpg"
"Sunday in Brooklyn","868","4 star rating","(347) 222-6722","Medium","American (New)、 Breakfast & Brunch、 Cocktail Bars","Williamsburg - South Side","348 Wythe Ave","Brooklyn","10:00 AM - 3:30 PM, 5:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/aQ6Q-J6s4imnnsxnfVASjw/ls.jpg"
"Dun-Well Doughnuts","866","4 star rating","(347) 294-0871","Medium","Donuts、 Coffee & Tea","East Williamsburg","222 Montrose Ave","Brooklyn","8:00 AM - 6:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/vepoKVhbv5oMxz9MAo6oDA/ls.jpg"
"Avli The Little Greek Tavern","866","4 star rating","(718) 224-7575","Medium","Greek、 Mediterranean、 Wraps","Bayside","38-31 Bell Blvd","Queen","11:30 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/hhGKMQWjzSzmpeFndFUQMg/ls.jpg"
"DeStefano’s Steakhouse","865","4.5 star rating","(718) 384-2836","High","Steakhouses","Williamsburg - North Side","89 Conselyea St","Brooklyn","3:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/wUOkfJyWo59zxspVe9Bftw/ls.jpg"
"Shake Shack","864","4 star rating","(718) 307-7599","Medium","Burgers、 Ice Cream & Frozen Yogurt","Downtown Brooklyn","409 Fulton St","Brooklyn","11:00 AM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/j97UlG_tk6djEC0u6ymZRA/ls.jpg"
"Lilia","862","4 star rating","(718) 576-3095","High","Italian、 Cocktail Bars","Williamsburg - North Side","567 Union Ave","Brooklyn","5:00 PM - 11:00 PM","Outdoor seating、Indoor dining","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/qQYC0L1Gr2f_KmLIpmjxdg/ls.jpg"
"Pelicana Chicken - Flushing","862","4 star rating","(718) 460-8282","Medium","Korean、 Chicken Wings、 Asian Fusion","Auburndale","41-23 162nd St","Queen","11:30 AM - 11:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining、Private dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Ha61_SdK9VDjdtbNp8H52Q/ls.jpg"
"St. Anselm","853","4 star rating","(718) 384-5054","High","American (New)、 Wine Bars、 Steakhouses","Williamsburg - North Side","355 Metropolitan Ave","Brooklyn","1:00 PM - 12:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/8gro6PlGJ3qAQnKjskgTjg/ls.jpg"
"Rabbithole Restaurant","852","4 star rating","(718) 782-0910","Medium","American (New)、 Breakfast & Brunch、 Cocktail Bars","Williamsburg - South Side","352 Bedford Ave","Brooklyn","10:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/IDs9nOfcEsxFvz-RKRS7wg/ls.jpg"
"Pates Et Traditions","849","4.5 star rating","(718) 302-1878","Medium","French、 Desserts","Williamsburg - North Side","52 Havemeyer St","Brooklyn","11:00 AM - 10:30 PM","Takeout、Outdoor seating","false","true","https://s3-media0.fl.yelpcdn.com/bphoto/UeQRiYcIgDF1KVvBXvruqA/ls.jpg"
